input,output
"Plain and simple, I love this computer. It is exactly what I was looking for. The size and convenience are ideal for at home use as well as travel. I chose this particular model based on word of mouth and written reviews. Of particular importance to me were battery life, processor speed, wireless n, and quality of construction (particularly the keyboard). I have been very pleased so far. I can charge the computer at night and get a full day out of it with what I consider average-frequent use.

Initially, I was very hesitant about Windows 7 Starter. I know people have mixed feelings about it, but I really like it. I have yet to encounter the 3 program limit some reviewers have cited. I also want to note that Asus includes their own software that allows customization of the background wallpaper despite the fact that Windows 7 Starter doesn't allow that on its own.

I like the pink and white design. I know that this is a computer and NOT an accessory, but given the choice of color, I enjoyed choosing something unique and fun. The white is very nice and the pink is just subtle enough. This particular one also has a finish that appears to be more resistant to fingerprints than some of the other colors, for what it's worth.

I purchased this netbook because my husband and my best friend both have Asus netbooks and love them. I originally purchased a different but newer Asus model at a different vendor and ultimately returned it because the keyboard felt extremely cheap. Although I wasn't thrilled with that model, I think Asus makes great products and I decided I wanted to stay with this brand--I am so glad I did! Whether you decide on this one or not, I would encourage netbook buyers to look at the many different netbooks Asus offers.","['size convenience', 'ideal home use travel', 'particular model base word mouth', 'particular importance battery life processor speed wireless quality construction', 'charge computer night day', 'frequent use', 'hesitant windows starter', 'encounter program limit reviewer cite', 'note asus', 'customization background wallpaper', 'fact windows starter', 'pink white design', 'computer accessory', 'choice color', 'unique fun', 'white nice pink subtle', 'particular finish', 'resistant fingerprint color', 'worth purchase netbook husband good friend asus netbook', 'different new asus model', 'different vendor', 'return keyboard', 'great product', 'netbook buyer look', 'different netbook asus']"
"I have had dozens of desktops and laptops going way back to my IBM PC25, 1984. Just like any other products you get what you pay for. There are netbooks that out of the box will cost you $700 to $900, but you selected a product in the high $200 to low $300 range. And for that price this is one very nice netbook. The Atom N280 is a couple of generations old now, but very adequate. Just like any computer when you buy on the cheap you will find the performance isn't up to expectations of the higher priced system you didn't want to pay for. How many of us hated the speed of our desktop or laptop until we upgraded the RAM, and then Wow it was great. So if you want faster and more features, well go spend more for those features and find the notebook that matches up. On this system I went to 2 GB of RAM and upgraded to Windows 7 Home Premium, since I had several Win7 upgrades that were offered last year at $49 here on Amazon. I have Office 2007 and a lot of other software that is also on my Laptop and desktop and it all works great. I sync all my files on all my systems so the software is mirrored on the notebook just like the other systems. I also have a newer HP 210-1090NR with an Atom N450 1.66. The HP has 1 GB of RAM and cannot be upgraded to 2 GB no matter what operating system you have.  Side by side this 1005HA-MU17 and the HP are equally as fast when I run identical tasks or programs at the same time on both.  The HP cost me $180 more than the 1005HA-MU17. So faster processor but less memory is equal to slower processor more memory. So bottom line if you bought a Corolla and you complain it doesn't have the features of the Avalon, who's to blame?","['dozen desktop laptop', 'way ibm pc', 'product pay netbook box cost', 'select product high', 'low range price', 'nice netbook atom couple generation', 'performance expectation high price system', 'speed desktop laptop upgrade ram wow', 'gb ram upgrade windows home premium', 'year amazon office lot software laptop desktop work', 'great sync file system software mirror notebook', 'new hp nr atom hp gb ram upgrade gb matter', 'mu hp', 'fast run', 'identical task program time hp cost', 'fast processor memory', 'equal slow processor memory line', 'corolla complain', 'avalon blame']"
"I just spent 52 infuriating minutes on the phone with three successive levels of Asus customer service representatives.  At the end, I'm left with a $330 paperweight, formerly my Eee PC Seashell 1005HA netbook.

I bought it from Amazon on August 13 2009 and used it for four months, until December 30, when the power adapter failed, leaving me with no way to charge the device or receive power from the line cord.  I called Asus tech support, and, following their advice, brought it back to life by plugging and unplugging the brick from the line several times.  Yesterday, March 1 2010, the adapter stopped working again, but I couldn't resuscitate it this time.  When I called Asus tech support, they had no other solution and, incredibly, told me that since the six-month warranty had expired 15 days before, no further service could be provided.  This was insulting on two counts: most reputable manufacturers honor their warranties for a reasonable extended grace period and, in any case, it was a recurrence of a problem that I had first reported well within the warranty period.  I could only believe that the representative was unfamiliar with company policies for such a situation, so I asked her to pass me up to her supervisor.  Same refusal.  I asked for the next-level supervisor.  Same refusal, except that this supervisor agreed to convey my case to yet another office, with no promise of any reply.

I see today that Amazon sells the appropriate adapter for $16.50.  I'm incredulous that for this petty price Asus is willing to sacrifice a previously happy customer and endure the word-of-mouth consequences.  Color me really mad, and without a functioning PC for my travel.","['infuriate minute phone', 'successive level asus customer service representative end', 'paperweight eee pc seashell', 'august month december power adapter', 'way charge device', 'power line cord', 'asus tech support', 'life plug unplug brick line time', 'march adapter', 'work resuscitate time', 'asus tech support solution', 'month warranty', 'day service', 'reputable manufacturer honor warranty', 'grace period case recurrence problem report warranty period', 'unfamiliar company policy situation', 'supervisor refusal', 'level supervisor refusal supervisor', 'case office', 'appropriate adapter incredulous', 'petty price asus', 'willing sacrifice', 'happy customer', 'word mouth consequence color', 'mad function pc travel']"
"I have been using this netbook regularly for the past 9 years. I originally purchased the device for its size and portability, but found that it didn't really have the horsepower to keep up with Windows 7 (Starter Edition). After several months, I chose to upgrade the system RAM from 1GB to 2GB, which definitely helped, but it was still pretty laggy, especially when surfing the web. After several years of so-so performance I installed Linux Mint 17 (now 18) on the machine and boy what a difference that made. The netbook went from being a machine that I kept in the bag most of the time to becoming my daily driver. The sluggish, laggy performance with Windows 7 was replaced with snappy, responsive performance that, in conjunction with the small form factor, made the netbook an ideal on-the-go device. I can safely say 9 years after my original purchase that the machine is significantly faster today running Linux Mint than it was when brand new running Windows 7 Starter. My wife and I own a multi-million dollar IT services company, and this netbook has been serving as my primary business ""laptop"""" for the past 5 years. At this juncture I wouldn't trade my old netbook for a brand new device... its become like an old trusted friend.""","['past year', 'purchase device size portability', 'horsepower windows starter edition month', 'upgrade system ram gb gb', 'pretty laggy', 'surf web year performance instal linux mint machine boy difference netbook', 'bag time', 'driver sluggish laggy performance windows', 'snappy responsive performance conjunction', 'small form factor netbook', 'ideal device', 'original purchase machine', 'run linux mint brand', 'new run windows starter wife multi', 'dollar service company netbook', 'primary business laptop past year juncture trade', 'old netbook brand', 'new device', 'old trust friend']"
"Asus nearly has the netbook PC perfected.  The size and ergonomics of this keyboard are bar none the best among netbooks today.  The wide touchpad has the right level of sensitivity as well. And Windows 7, even with the entry level Starter edition, offers much faster processing & bootup times than Windows XP does on the Intel Atom N270 processor.

However, the Asus Eee 1005HA has its achilles heel in mechanical design.  The 250GB HDD has undamped vibrations that pass throughout the chassis and straight into your wrists.  The fan also runs excessively.  The combination creates high levels of noise and vibration compared to similar netbooks such as the Acer Aspire One D250.  Also, even without Anti-Virus software running, Windows 7 and the preloaded software consume 40% of the available 1GB of memory.

Asus will undoubtedly be working out the kinks in this netbook, but many users will find the vibration and noise levels to be unacceptable, especially when other manufacturers offer netbooks without these concerns.  Once Asus releases a thermally cool, vibrationless version with 2GB DDR2 memory, this netbook will be unstoppable.

Update:  after exchanging for a second 1005HA, it has the exact same vibration issues.  This endemic rather than a one-off dud.","['netbook pc', 'perfect size ergonomic keyboard', 'good netbook', 'wide touchpad', 'level sensitivity windows entry level starter edition', 'fast processing bootup time windows xp intel atom processor asus eee', 'achille heel', 'mechanical design gb hdd undampe vibration pass chassis', 'wrist fan run', 'level noise vibration', 'similar netbook acer aspire', 'virus software run windows', 'software consume', 'available gb memory asus', 'work kink netbook user', 'vibration noise level', 'netbook concern asus release', 'cool vibrationless version gb ddr memory netbook', 'unstoppable update exchange', 'exact vibration issue endemic dud']"
"I got this Netbook on Monday from Amazon and from the time I opened the box the poor thing has been in constant use.

I bought this to replace my extra heavy Laptop which i got fed-up of carrying around.

This Netbook is small, light and extremely portable.

I use it all day at school and the battery life is really good (way better than my laptop that gives me 15 minutes of battery power)

Its Wi-Fi connectivity is excellent.

The screen size is good and the keyboard is nice and sturdy.

Setup is a breeze even a kid can do it

It comes with crappy Windows 7 Starter but I upgraded it to Windows 7 Home Premium the same day i got it.

I have customized the setting to my taste and it works really good.

It is a great addition to your PC arsenal if you need something nice and portable.

I am loving my brand new asset, it is a depreciating asset but an asset nevertheless.

But I have only had it for four days, so lets see if this review stays positive  ;-)","['netbook monday amazon time', 'open box', 'poor thing', 'constant use', 'extra heavy laptop', 'small light', 'portable use day school battery life good way', 'minute battery power wi fi connectivity', 'excellent screen size good keyboard', 'nice sturdy setup breeze kid', 'crappy windows starter upgrade windows home premium day', 'customize setting taste work good', 'great addition pc arsenal need', 'new asset depreciate asset asset day', 'review stay']"
"I bought this computer to take with me out of state to police school.  I was not happy with Windows Starter so I upgraded to the next level.  BAD move.  I then put on Office 7, word, excel and powerpoint....ANOTHER BAD MOVE.  After about 10 days of the computer working fine,  on the 11th day I opened my screen to Skype, and the screen was in a constant roll and was fading in and out.  I tried to reboot and took battery out etc...  Still no answer to the problem.
I called tech support THE BIGGEST BAD MOVE I made except for buying this computer!  The person on the other end (not of this country) was rude, unhelpful and just plain a sarcastic female dog.  She walked me through everything I did before calling her and was speaking down to me like I was a child, even after I explained to her that I did everything she is telling me.  Finally after 45 minutes of her crap, she told me I would have to send the computer in so that they can fix the computer because I must be doing something wrong.  I sent the computer back to Asus, had to pay for my s/h and then finally got the computer back 15 days from when I sent it.
Needless to say, I am selling this peice of junk and will NEVER do businss with Asus again.  Even though they have one of the longest warranties in the industry, it does help if you have a jerk on the other end.
Come to find out....you SHOULD NOT upgrade the Windows Starter on the netbooks because it uses too much memory for the chip and you should not install Office 7 either.  Would have been nice if someone would have told me this PRIOR to my purchase.  Now I am out of $284!!!","['computer state police school', 'happy windows starter upgrade level', 'bad office word excel powerpoint', 'bad day computer work', 'fine th day', 'open screen skype screen', 'constant roll fade', 'battery etc', 'tech support', 'computer person end country rude unhelpful', 'plain sarcastic female dog walk', 'minute crap', 'computer fix computer', 'computer asus', 'computer day', 'peice junk businss asus', 'long warranty industry', 'jerk end', 'upgrade windows starter netbook use memory chip install office']"
"The Bad: Windows 7 Starter SUCKS! Speakers SUCK (but headphones are good)! Lack of Bluetooth +/-. Reported battery life - not quite the stated 8.5 hours, but still excellent at about 6.

The Good: Nice HD capacity (250GB).  Good screen (esp. if u use Chrome).  Enough guts to use OO.o.  Works well with Win XP.  One-button touchpad on/off NICE!!!  Full-sized right SHIFT key (with reconfigured arrow keys) NICE!!! ASUS software package is good.

The Verdict: I bought this netbook as a replacement for my other ASUS netbook (1001 I think) with a 40GB SSD.  I loved the earlier netbook but the storage capacity wasn't enough. When I installed CPU intensive applications (e.g. 120 years of National Geographic on DVD run from the HD) the CPU found itself in the Everglades.  However, this netbook is everything I need in a lightweight computer with good storage capacity, connectivity, office suite compatibility and speed, screen size, keyboard layout, portability, and overall ease of use.  THIS NETBOOK IS NOT A REPLACEMENT FOR A DESKTOP COMPUTER OR A MUSCULAR LAPTOP.

Thus, if you have a copy of XP handy or are Linux competent and have a pair of headphones handy, this IS your lightweight machine.

P.S.  I believe I've had this netbook for about a year or so and have definitely put it through some paces.

2/17/2018 - I still use this hunk of cheese as a portable Internet surfer and as a storage device because it is still faster than the cloud.  It still chugs along as well as the day I got it.  ;)","['bad windows starter suck speaker suck headphone good lack bluetooth report battery life state hour', 'excellent good nice hd capacity gb good screen esp use chrome gut use oo work', 'xp button touchpad', 'arrow key', 'nice asus software package good verdict', 'netbook replacement asus netbook', 'gb ssd', 'netbook storage capacity instal cpu intensive application year', 'national geographic dvd run hd cpu', 'everglades netbook need lightweight computer good storage capacity connectivity office suite compatibility speed screen size keyboard layout portability overall', 'netbook replacement desktop computer', 'muscular laptop copy xp', 'handy linux competent pair headphone', 'handy lightweight machine', 'netbook year', 'pace use hunk cheese', 'portable internet surfer storage device', 'fast cloud chug day']"
"Well, I live in Brazil and I just bought this (3 weeks ago) and everything is OK... The netbook is beautiful, light weight and very handy but from the first moment till now I have a terrible noise on de left speaker... sounds like a radio without station. I can't change on Amazon because I bought in US and the Brazilian ASUS support doesn't want to help me. :(
About the computer, it was a gift to my wife and she loved it. The battery goes long but 5 hours maximum... 8.5 as advertized, no way! Five hours is enough for us, so, we are happy with it! The keyboard is OK for her (small hands) but not so OK for my (very big hands)... the screen is to small to work all day long, so I do recommend to use as a second notebook (like us)...
The performance is OK for office and internet... but, like Michael would say, this is it!
Windows 7 started seems good for the atom270 processor but is too much for it to do more than one task at the same time, like copy lots of file and streaming a video (youtube)... so for a second notebook, not bad!
Windows 7 starter is a little poor and it doesn't have some configurations. I think if your objective is to access internet in a mall or during a traffic jam, this is the right product.","['ok netbook', 'beautiful light weight', 'handy moment till terrible noise', 'radio station', 'brazilian asus support', 'computer gift wife', 'maximum advertize way hour', 'happy keyboard ok', 'small hand ok', 'big hand screen', 'small work day', 'performance ok office internet', 'michael windows', 'good atom processor task time', 'copy lot file stream video youtube', 'bad windows starter', 'poor configuration', 'objective access internet mall traffic jam']"
"I've had this computer for at least 6 weeks now, so I have had a little bit of time to play with it. I bought it mostly for surfing the web and typing, I'm a writer so the convenience of a netbook was something I really wanted.

Overall I've loved the computer. It is small and lightweight, with a sleeve I can carry it in my purse or bookbag. The battery life is a lot better than my old laptop and the power chord is nice and long, so not a hassle to have plugged in when I'm at home. The mousepad works really well, better than some of the other ones I've seen on netbooks. I read in one of the other reviews about the vibrating and noise this computer makes, and I haven't had an issue with that at all.

There are a couple things I've noticed to be a hassle on the computer though. The mousepad buttons are sometimes hard to use, though once you get used to it they aren't so bad. When certain programs pop up, like quick info on a product from a website or iTunes, sometimes the screen can't fit it all and there is no way to scroll through. I guess a lot of programs are just made for computers with a larger screen. Windows 7 starter has a lot of limitations, but that's to be expected.

Overall this is a great netbook, especially for students or people looking to surf the web and write. We are planning to buy a desktop as a ""home base","['computer week', 'bit time play', 'surf web', 'writer convenience netbook', 'small lightweight sleeve', 'purse bookbag battery life lot', 'old laptop power chord', 'hassle plug home mousepad work', 'noise computer', 'issue couple thing notice hassle computer mousepad button', 'hard use', 'bad certain program', 'quick info product website itunes screen', 'fit way scroll guess lot program computer', 'large screen windows starter lot limitation', 'great netbook', 'student people', 'surf web', 'desktop home base']"
"I never even booted Windows on this, (though from what I understand, Asus will not refund more than six dollars of the Microsoft Tax.)

Sound and wireless worked with Fedora, Ubuntu and ArchLinux.  I also have an Asus 1000HE.  This is a bit smaller and lighter.

I give it a 4, rather than a 5, for a few reasons, most of which have been stated in other reviews.  It's a fingerprint magnet.  The jack for the power cord seems very fragile.  The touchpad, and its single bar, rather than a right and left click button, is a nuisance. In Linux at least, I can't use two finger scrolling.  The touchpad is bumpy and there's a smooth area to the right that will work for one finger scrolling.  Note that this is in Linux, I don't know how it works in Windows.

Other than that, it's a netbook.  It's small, not that powerful, but fine for browsing, reading ebooks, skype (though probably better with headphones), documents and the like.

It's pretty similar to the 1000HE, with the upside of less size and weight, plus a better keyboard (full size right hand shift key this time), but with a flimsier connector from power cord to computer and that touch pad.

I remember years ago, the Gateway Arc 200 (an ultralight--but not a netbook, it was rather expensive at the time) had the middle mouse button as a little wheel on a bar above the touchpad.  I've never seen it since, but for me, at least, it was the most convenient trackpad equivalent of a mouse button that I've used.","['boot windows', 'asus refund dollar microsoft tax', 'sound wireless work fedora ubuntu archlinux asus', 'small light reason state review fingerprint magnet jack power cord fragile touchpad single', 'click button nuisance linux use finger', 'touchpad bumpy', 'smooth area', 'work finger', 'note linux', 'work windows netbook', 'small powerful fine browse reading ebook skype', 'headphone document', 'upside size weight', 'keyboard size', 'key time flimsy connector power cord computer touch', 'gateway arc ultralight netbook', 'expensive time middle mouse button', 'convenient trackpad', 'equivalent mouse button']"
